vX7Wu,Stress_Level,Hours_Worked_Per_Week,Job_Role,industriousness,Employee_ID,Social_Isolation_Rating,Access_to_Mental_Health_Resources,Age,Physical_Activity,Years_of_Experience
5,Low,50,Designer,Manufacturing,EMP1082,2,No,60,Weekly,35
4,Medium,33,Sales,Consulting,EMP1083,1,Yes,26,Daily,29
4,Low,45,Data Scientist,Healthcare,EMP1084,3,No,25,None,32
9,High,56,Marketing,Consulting,EMP1085,4,Yes,33,None,25
2,Medium,31,Sales,Retail,EMP1086,2,No,45,Weekly,4
1,Low,43,Project Manager,IT,EMP1087,3,No,25,Daily,10
5,Low,40,Data Scientist,Manufacturing,EMP1088,3,No,24,Daily,24
5,High,34,Project Manager,IT,EMP1089,3,No,52,Weekly,1
4,High,40,Marketing,Retail,EMP1090,2,No,30,None,27
1,High,33,Designer,IT,EMP1091,3,No,44,Weekly,8
9,Medium,20,HR,Finance,EMP1092,1,Yes,40,Weekly,33
3,Low,34,Marketing,Education,EMP1093,5,No,31,Daily,2
2,Low,25,HR,Education,EMP1094,5,No,23,Daily,35
5,Low,35,Data Scientist,Education,EMP1095,5,Yes,49,None,25
9,Medium,45,HR,Healthcare,EMP1096,4,No,23,None,8
10,Low,28,Software Engineer,Finance,EMP1097,2,No,58,Daily,20
8,High,58,Designer,Consulting,EMP1098,1,No,60,Weekly,20
5,Low,23,HR,Manufacturing,EMP1099,2,No,54,Weekly,27
3,High,57,HR,Manufacturing,EMP1100,1,Yes,27,Daily,16
3,High,28,Marketing,Retail,EMP1101,2,No,60,None,11
5,Low,50,Software Engineer,Manufacturing,EMP1102,2,Yes,51,None,4
9,Medium,46,Designer,Retail,EMP1103,1,No,24,None,4
4,High,60,Software Engineer,Education,EMP1104,4,No,27,Daily,19
5,High,25,Designer,Retail,EMP1105,5,Yes,30,Daily,20
5,High,45,Sales,Healthcare,EMP1106,1,No,53,Daily,16
4,Medium,50,Data Scientist,Education,EMP1107,2,Yes,47,Weekly,19
4,Low,25,Designer,Manufacturing,EMP1108,4,No,31,None,24
9,Low,49,HR,Manufacturing,EMP1109,4,Yes,35,None,4
4,High,23,Software Engineer,Education,EMP1110,5,No,26,Weekly,33
2,Medium,26,Data Scientist,Finance,EMP1111,5,No,43,Weekly,10
2,Medium,46,Project Manager,Consulting,EMP1112,4,No,46,Weekly,35
4,Medium,42,Data Scientist,IT,EMP1113,4,No,32,Weekly,13
9,Medium,46,Designer,Healthcare,EMP1114,3,No,58,None,18
2,Low,29,Designer,Finance,EMP1115,3,Yes,35,Weekly,19
4,Medium,43,Data Scientist,IT,EMP1116,4,Yes,48,Daily,18
2,Low,33,Data Scientist,Education,EMP1117,4,Yes,42,None,19
1,High,24,Sales,Healthcare,EMP1118,2,Yes,36,None,21
5,Medium,30,Project Manager,Education,EMP1119,3,No,60,Weekly,33
3,Medium,29,Sales,Healthcare,EMP1120,5,Yes,24,None,21
4,Low,23,Data Scientist,Finance,EMP1121,2,Yes,35,Weekly,20
1,High,43,Designer,Consulting,EMP1122,4,Yes,57,Weekly,12
8,Medium,28,Marketing,Consulting,EMP1123,3,Yes,54,None,22
3,Low,22,Sales,Retail,EMP1124,2,No,52,Weekly,20
5,Medium,58,Project Manager,Education,EMP1125,4,Yes,51,None,28
10,Low,39,Marketing,Consulting,EMP1126,2,No,33,None,21
8,Medium,49,Data Scientist,Healthcare,EMP1127,2,No,53,Daily,11
2,Medium,39,Sales,Education,EMP1128,4,Yes,39,Daily,26
9,Medium,39,Designer,Healthcare,EMP1129,3,No,56,Weekly,22
4,High,36,Data Scientist,Healthcare,EMP1130,2,No,26,None,30
4,Low,22,Marketing,IT,EMP1131,2,No,52,Weekly,28
8,High,53,Designer,Retail,EMP1132,3,No,47,None,13
3,High,26,Designer,Retail,EMP1133,4,Yes,59,None,33
4,High,24,HR,Education,EMP1134,4,Yes,27,None,3
3,High,47,Data Scientist,Retail,EMP1135,4,Yes,23,None,17
2,Medium,43,Marketing,Consulting,EMP1136,2,Yes,22,Weekly,24
9,Low,56,Sales,Education,EMP1137,1,Yes,22,Daily,7
7,Low,52,Marketing,Finance,EMP1138,1,Yes,28,Weekly,5
5,Low,35,Designer,Retail,EMP1139,1,No,36,Weekly,22
4,Low,36,Marketing,IT,EMP1140,1,Yes,52,Weekly,1
3,High,25,Project Manager,Healthcare,EMP1141,2,Yes,57,Daily,35
3,High,54,Marketing,IT,EMP1142,1,No,59,None,19
5,Medium,52,HR,Consulting,EMP1143,1,Yes,22,Daily,24
1,High,23,Sales,Retail,EMP1144,1,Yes,49,None,26
1,Low,57,HR,Manufacturing,EMP1145,4,No,42,None,2
9,Medium,50,Designer,Retail,EMP1146,5,No,35,Daily,33
8,High,59,Sales,Retail,EMP1147,4,Yes,60,Daily,30
2,Medium,30,Designer,Finance,EMP1148,4,Yes,22,Daily,31
4,Low,20,Marketing,Consulting,EMP1149,1,Yes,30,Weekly,25
3,Low,51,Software Engineer,Education,EMP1150,5,No,57,None,6
5,High,58,Project Manager,Healthcare,EMP1151,1,Yes,50,Daily,10
5,High,36,HR,Healthcare,EMP1152,4,No,26,Weekly,11
1,High,33,Marketing,Consulting,EMP1153,1,No,49,Weekly,7
2,Low,58,Marketing,Consulting,EMP1154,4,No,48,Daily,24
4,High,27,Data Scientist,Healthcare,EMP1155,4,No,48,Daily,6
4,Low,45,HR,IT,EMP1156,3,Yes,58,Weekly,10
10,Low,58,Sales,Manufacturing,EMP1157,2,No,59,Weekly,17
10,Low,37,Marketing,Finance,EMP1158,1,Yes,28,None,7
5,Medium,59,Data Scientist,Retail,EMP1159,4,No,34,None,18
8,Low,35,HR,IT,EMP1160,2,Yes,42,Daily,30
4,High,31,Sales,Retail,EMP1161,1,No,34,Weekly,13
2,High,44,Designer,Retail,EMP1162,3,No,56,Weekly,7
5,Medium,42,Software Engineer,Healthcare,EMP1163,3,Yes,28,Daily,15
1,Medium,27,HR,Consulting,EMP1164,2,No,53,Daily,3
2,High,39,Designer,Healthcare,EMP1165,5,Yes,60,Weekly,28
8,Medium,45,Software Engineer,Healthcare,EMP1166,3,No,31,None,3
2,Medium,59,Project Manager,Retail,EMP1167,4,No,22,None,20
4,Low,42,Marketing,Manufacturing,EMP1168,3,Yes,31,None,27
3,High,55,HR,Retail,EMP1169,4,Yes,40,Weekly,11
5,Low,41,Data Scientist,IT,EMP1170,2,No,54,Weekly,14
3,Medium,37,Sales,Consulting,EMP1171,4,Yes,35,None,7
2,Low,30,Project Manager,Manufacturing,EMP1172,5,Yes,48,None,18
8,Medium,58,HR,Education,EMP1173,5,Yes,38,None,28
3,Medium,36,Designer,Finance,EMP1174,4,No,56,None,9
4,Medium,41,Designer,Healthcare,EMP1175,4,No,24,None,15
9,Medium,29,HR,Finance,EMP1176,4,No,30,None,31
10,High,31,Software Engineer,Healthcare,EMP1177,5,No,28,None,25
9,High,39,Data Scientist,Retail,EMP1178,2,Yes,27,None,24
8,High,33,Sales,IT,EMP1179,4,No,23,None,35
2,Low,45,Sales,Retail,EMP1180,2,Yes,48,None,21
7,Medium,39,Marketing,Healthcare,EMP1181,2,No,56,Daily,23
1,High,40,Marketing,Finance,EMP1182,4,No,38,Weekly,22
4,Low,49,HR,IT,EMP1183,2,No,57,None,10
8,Medium,49,Project Manager,Finance,EMP1184,2,Yes,23,Weekly,5
1,Medium,53,Sales,IT,EMP1185,1,No,36,Weekly,21
9,High,23,HR,Education,EMP1186,4,Yes,52,Daily,35
3,High,34,Software Engineer,Finance,EMP1187,1,No,30,Daily,25
8,Low,55,Software Engineer,IT,EMP1188,3,No,51,Daily,19
4,Medium,44,Data Scientist,Finance,EMP1189,4,No,39,None,30
2,Low,54,Sales,Finance,EMP1190,2,No,46,Weekly,31
5,Medium,29,Data Scientist,Finance,EMP1191,5,Yes,44,None,33
9,Medium,32,Designer,Consulting,EMP1192,4,Yes,22,Daily,33
4,Low,45,Marketing,IT,EMP1193,4,No,38,Daily,18
5,High,59,Software Engineer,Education,EMP1194,3,No,26,None,23
9,High,35,Designer,Retail,EMP1195,4,Yes,48,None,20
4,High,36,Project Manager,Retail,EMP1196,3,No,49,Weekly,13
1,High,29,Software Engineer,Manufacturing,EMP1197,5,No,32,None,23
3,Medium,43,Project Manager,Healthcare,EMP1198,2,No,32,None,34
9,High,49,Sales,Finance,EMP1199,2,Yes,57,Weekly,4
3,Medium,52,Data Scientist,Education,EMP1200,2,No,35,None,14
4,Low,54,Project Manager,Consulting,EMP1201,2,No,53,Daily,21
3,Medium,33,Project Manager,Finance,EMP1202,3,Yes,41,None,3
10,Medium,31,Software Engineer,Retail,EMP1203,3,Yes,46,Weekly,27
8,Medium,45,Project Manager,Education,EMP1204,1,Yes,30,Daily,33
4,Low,52,Project Manager,Healthcare,EMP1205,4,No,51,None,17
1,High,41,Marketing,Consulting,EMP1206,4,Yes,48,Weekly,26
4,Low,54,Marketing,Consulting,EMP1207,3,No,56,None,27
2,Medium,38,Sales,Finance,EMP1208,4,Yes,60,None,9
4,High,23,Designer,IT,EMP1209,1,No,24,None,5
4,High,27,Sales,IT,EMP1210,5,Yes,50,Weekly,28
4,Medium,45,HR,Education,EMP1211,5,No,22,Weekly,24
2,Medium,29,HR,Manufacturing,EMP1212,5,No,25,Daily,22
2,Medium,31,Sales,Finance,EMP1213,5,No,32,Daily,14
4,High,45,Marketing,Manufacturing,EMP1214,3,Yes,42,Daily,25
2,Low,28,Project Manager,Education,EMP1215,2,No,39,Weekly,9
5,Medium,32,Marketing,Manufacturing,EMP1216,4,No,28,Weekly,28
4,High,56,Project Manager,Education,EMP1217,4,Yes,50,Daily,11
8,Low,46,Marketing,Finance,EMP1218,2,Yes,45,Daily,21
3,Medium,29,Designer,Consulting,EMP1219,5,No,54,Weekly,15
4,Medium,51,Software Engineer,Education,EMP1220,2,Yes,57,Weekly,21
1,Low,35,Marketing,Retail,EMP1221,4,Yes,33,Daily,4
8,Low,23,Designer,Finance,EMP1222,2,No,30,None,17
8,Medium,50,Sales,Education,EMP1223,2,No,27,None,21
2,Low,58,Project Manager,Retail,EMP1224,2,No,25,Weekly,29
5,Low,45,Software Engineer,Manufacturing,EMP1225,1,Yes,49,Daily,1
3,High,54,Designer,Retail,EMP1226,4,No,45,Daily,13
0,High,54,Designer,IT,EMP1227,4,Yes,42,None,22
5,Medium,27,Data Scientist,Manufacturing,EMP1228,3,Yes,33,None,26
5,High,60,HR,Healthcare,EMP1229,4,No,46,Daily,30
9,Medium,21,Project Manager,Retail,EMP1230,2,No,43,None,29
2,Low,60,HR,Healthcare,EMP1231,1,No,23,None,24
5,Medium,50,Software Engineer,Finance,EMP1232,2,No,48,Daily,4
2,Low,41,Software Engineer,IT,EMP1233,2,No,30,None,10
10,Low,41,Marketing,Healthcare,EMP1234,3,No,46,Daily,15
3,Low,56,Data Scientist,Consulting,EMP1235,4,Yes,59,Weekly,4
8,Medium,23,Sales,Consulting,EMP1236,5,No,36,Weekly,22
1,High,32,Data Scientist,Manufacturing,EMP1237,5,Yes,51,Weekly,34
4,High,22,Designer,Retail,EMP1238,5,Yes,26,Weekly,24
5,High,48,Data Scientist,Finance,EMP1239,1,Yes,41,Daily,29
4,High,22,Designer,IT,EMP1240,1,Yes,29,None,1
5,Low,22,Designer,Retail,EMP1241,2,No,53,Weekly,4
2,High,60,Data Scientist,Finance,EMP1242,3,Yes,30,Daily,2
5,Medium,38,Data Scientist,Education,EMP1243,5,No,48,Weekly,32
2,High,34,Data Scientist,Retail,EMP1244,5,No,31,Daily,27
9,High,23,Software Engineer,Manufacturing,EMP1245,1,Yes,44,Weekly,9
10,High,52,Designer,IT,EMP1246,4,Yes,42,Daily,30
5,Medium,24,Software Engineer,Education,EMP1247,4,No,42,None,10
1,Medium,38,Marketing,Finance,EMP1248,4,Yes,52,Weekly,26
3,High,46,HR,Healthcare,EMP1249,5,No,49,Daily,24
2,Low,44,HR,Retail,EMP1250,5,Yes,28,Weekly,8
4,Low,31,Designer,Finance,EMP1251,3,No,53,Weekly,33
1,High,32,Marketing,Healthcare,EMP1252,3,Yes,49,Daily,26
5,High,31,Software Engineer,Retail,EMP1253,5,No,23,None,23
4,High,20,Project Manager,IT,EMP1254,1,No,23,Daily,7
8,Low,42,Software Engineer,Consulting,EMP1255,3,No,46,Weekly,9
3,High,36,Marketing,Education,EMP1256,1,Yes,48,Weekly,14
3,High,44,Marketing,Finance,EMP1257,2,Yes,48,None,14
10,High,46,Marketing,Finance,EMP1258,1,No,39,None,30
4,Low,55,Designer,Manufacturing,EMP1259,5,Yes,59,Weekly,34
7,Low,40,Software Engineer,Finance,EMP1260,3,No,25,Weekly,28
4,High,40,Sales,Finance,EMP1261,5,Yes,24,Daily,34
4,Medium,38,HR,Consulting,EMP1262,4,Yes,28,Weekly,25
10,High,57,HR,Manufacturing,EMP1263,3,Yes,50,None,29
9,Low,22,Software Engineer,Retail,EMP1264,1,No,54,None,20
2,High,45,Data Scientist,IT,EMP1265,4,Yes,33,Weekly,11
4,High,41,Data Scientist,Finance,EMP1266,3,No,30,Daily,31
4,Low,49,Data Scientist,Healthcare,EMP1267,2,No,40,Weekly,23
5,Low,32,Sales,Consulting,EMP1268,2,No,27,Weekly,29
1,Medium,25,Sales,Finance,EMP1269,5,No,50,Weekly,15
5,High,24,Marketing,Finance,EMP1270,3,Yes,23,None,9
5,High,49,Project Manager,Consulting,EMP1271,1,No,27,Weekly,10
2,Medium,59,Project Manager,Education,EMP1272,3,No,41,Daily,14
5,High,39,HR,IT,EMP1273,5,Yes,50,Weekly,10
4,Medium,34,Project Manager,Consulting,EMP1274,4,No,32,None,25
3,Low,55,Software Engineer,Healthcare,EMP1275,4,No,52,Weekly,14
9,Low,28,Designer,Retail,EMP1276,5,Yes,51,Daily,33
5,Medium,39,Project Manager,Finance,EMP1277,1,No,26,Daily,13
2,Medium,43,Project Manager,Finance,EMP1278,2,No,59,Weekly,34
5,Medium,57,Sales,Education,EMP1279,5,Yes,52,None,7
4,Low,32,Software Engineer,Healthcare,EMP1280,3,No,55,Weekly,28
2,Medium,25,Data Scientist,Finance,EMP1281,4,Yes,36,Daily,9
8,Low,22,Marketing,Education,EMP1282,5,No,32,Daily,21
2,Low,59,Software Engineer,Consulting,EMP1283,4,No,41,Daily,32
9,Low,22,Software Engineer,Education,EMP1284,2,No,29,Daily,21
9,Medium,46,Project Manager,Education,EMP1285,3,No,41,Daily,33
2,High,43,Marketing,Finance,EMP1286,5,Yes,55,Weekly,33
8,High,48,Marketing,IT,EMP1287,1,No,38,Daily,2
2,High,39,Project Manager,Healthcare,EMP1288,3,No,59,None,8
1,High,49,Project Manager,Consulting,EMP1289,3,No,32,None,7
2,Low,38,Marketing,Healthcare,EMP1290,5,Yes,28,Daily,16
5,Low,32,Data Scientist,Healthcare,EMP1291,3,No,25,Weekly,14
2,High,47,Designer,Retail,EMP1292,2,Yes,45,Weekly,28
-1,Low,39,HR,Consulting,EMP1293,1,No,27,None,16
8,Medium,47,Data Scientist,Consulting,EMP1294,4,No,40,None,1
3,Low,53,Designer,Healthcare,EMP1295,4,No,25,None,10
10,Low,49,Designer,IT,EMP1296,3,No,30,Weekly,14
10,High,47,Sales,Manufacturing,EMP1297,3,No,45,None,24
9,Low,25,Data Scientist,Retail,EMP1298,4,No,48,Daily,14
2,High,55,Data Scientist,Consulting,EMP1299,2,No,57,None,19
5,Low,35,Sales,Retail,EMP1300,2,No,32,Daily,2
9,High,57,Data Scientist,Consulting,EMP1301,4,Yes,31,Daily,27
3,Medium,58,Project Manager,Retail,EMP1302,5,No,56,Weekly,35
9,Low,44,Sales,IT,EMP1303,4,Yes,55,Daily,35
1,Medium,28,Data Scientist,Finance,EMP1304,2,No,56,None,22
4,Low,25,Designer,Healthcare,EMP1305,4,No,31,Weekly,9
2,Low,58,Data Scientist,Retail,EMP1306,1,Yes,55,None,31
2,High,44,Designer,Finance,EMP1307,4,No,48,Weekly,34
8,High,25,Designer,IT,EMP1308,5,Yes,50,Weekly,6
1,High,48,Project Manager,Healthcare,EMP1309,4,Yes,28,None,2
9,Low,34,Marketing,Education,EMP1310,2,Yes,60,Weekly,8
4,Medium,38,HR,Finance,EMP1311,5,No,47,None,17
10,Low,37,Designer,Healthcare,EMP1312,3,Yes,23,None,22
6,High,22,Marketing,Finance,EMP1313,3,Yes,23,Weekly,19
3,Low,22,HR,Finance,EMP1314,1,Yes,35,Daily,12
3,Low,52,Marketing,Healthcare,EMP1315,5,No,53,Daily,8
5,Low,28,Designer,Finance,EMP1316,2,Yes,49,Daily,7
5,Medium,43,Data Scientist,Manufacturing,EMP1317,3,Yes,43,None,28
2,Low,41,Sales,Manufacturing,EMP1318,2,Yes,41,Daily,13
2,High,48,Marketing,Finance,EMP1319,2,No,59,None,13
2,Low,30,Software Engineer,Education,EMP1320,3,Yes,52,Weekly,19
1,Medium,29,Data Scientist,Consulting,EMP1321,3,No,53,Daily,1
8,High,31,Project Manager,Consulting,EMP1322,4,No,42,None,3
4,Medium,43,HR,Healthcare,EMP1323,3,Yes,24,Daily,6
4,Medium,56,Marketing,Manufacturing,EMP1324,5,Yes,37,Weekly,15
7,High,58,Data Scientist,IT,EMP1325,5,Yes,58,Daily,15
3,High,53,Marketing,Consulting,EMP1326,4,Yes,33,None,34
2,Medium,36,Marketing,Retail,EMP1327,5,No,24,Weekly,22
2,Medium,40,Marketing,Healthcare,EMP1328,1,No,46,Daily,17
4,High,60,Software Engineer,Retail,EMP1329,3,Yes,27,None,23
3,Medium,44,Marketing,IT,EMP1330,1,No,35,Daily,21
2,Low,33,Software Engineer,Education,EMP1331,5,No,24,None,7
2,Low,50,Data Scientist,Healthcare,EMP1332,3,Yes,60,Daily,21
1,High,38,Data Scientist,Manufacturing,EMP1333,5,Yes,59,None,7
1,Medium,51,Project Manager,Healthcare,EMP1334,3,Yes,23,Daily,13
4,Low,59,Designer,Finance,EMP1335,1,No,55,None,11
5,Medium,54,Project Manager,Education,EMP1336,5,Yes,40,Daily,16
5,High,34,Project Manager,Consulting,EMP1337,4,Yes,39,Daily,17
4,Low,37,Designer,Healthcare,EMP1338,2,No,51,Weekly,31
7,High,24,Designer,Finance,EMP1339,1,Yes,40,None,26
2,Medium,60,Project Manager,Education,EMP1340,2,Yes,34,Weekly,1
4,Low,34,HR,Finance,EMP1341,3,No,49,None,17
8,High,25,HR,IT,EMP1342,4,No,24,Weekly,30
3,Low,41,Software Engineer,IT,EMP1343,2,No,48,Weekly,4
9,High,54,Project Manager,IT,EMP1344,2,No,40,None,3
3,Low,39,Designer,IT,EMP1345,2,Yes,45,Weekly,10
4,High,52,Sales,Healthcare,EMP1346,1,No,30,Daily,16
2,High,54,Software Engineer,IT,EMP1347,5,No,25,Weekly,35
3,Medium,22,Project Manager,Healthcare,EMP1348,5,Yes,57,None,8
5,Low,43,Marketing,Consulting,EMP1349,4,Yes,53,Daily,12
8,High,35,HR,Retail,EMP1350,4,Yes,56,None,27
5,Low,26,Software Engineer,Manufacturing,EMP1351,2,No,26,Weekly,2
1,Low,32,HR,Consulting,EMP1352,2,No,58,Weekly,25
2,Medium,53,Project Manager,IT,EMP1353,3,No,57,Daily,32
5,High,32,Data Scientist,Healthcare,EMP1354,3,Yes,44,None,23
8,High,35,Data Scientist,Education,EMP1355,4,Yes,32,Daily,23
3,High,44,Software Engineer,Manufacturing,EMP1356,3,No,42,Daily,20
4,High,24,Software Engineer,Consulting,EMP1357,5,Yes,43,Weekly,25
5,High,47,Sales,Manufacturing,EMP1358,4,No,58,None,33
7,Low,32,Project Manager,Retail,EMP1359,3,Yes,27,Weekly,18
7,Medium,32,HR,Finance,EMP1360,4,No,25,Daily,13
3,Low,39,HR,Manufacturing,EMP1361,2,No,30,Daily,14
8,Medium,49,Data Scientist,Healthcare,EMP1362,2,Yes,44,Daily,7
9,High,59,HR,Education,EMP1363,3,No,28,None,21
1,Medium,23,HR,IT,EMP1364,5,No,36,Weekly,6
2,Medium,34,HR,Retail,EMP1365,2,Yes,35,Weekly,20
1,High,49,Marketing,IT,EMP1366,4,No,29,Weekly,12
3,Medium,39,Software Engineer,Finance,EMP1367,5,No,56,Daily,6
5,High,26,Data Scientist,Healthcare,EMP1368,3,No,45,Weekly,17
1,Medium,50,Marketing,Consulting,EMP1369,5,No,47,Daily,7
1,Medium,46,Sales,Finance,EMP1370,4,No,41,Daily,30
4,Medium,46,Data Scientist,Consulting,EMP1371,1,No,47,Daily,1
3,Low,22,Data Scientist,IT,EMP1372,3,Yes,32,Weekly,20
5,Low,56,Project Manager,IT,EMP1373,1,Yes,56,None,33
2,High,35,Designer,Education,EMP1374,2,Yes,60,Daily,29
4,Low,54,Software Engineer,Manufacturing,EMP1375,3,Yes,42,Daily,25
7,Medium,51,Data Scientist,Retail,EMP1376,4,No,36,Daily,6
2,Medium,45,Sales,Finance,EMP1377,1,Yes,40,Weekly,9
5,High,42,Sales,Education,EMP1378,5,No,32,Daily,13
4,Low,55,Project Manager,Retail,EMP1379,3,Yes,32,Daily,20
3,High,21,Sales,Retail,EMP1380,4,No,49,Daily,32
4,Low,41,Designer,Healthcare,EMP1381,1,No,42,Daily,19
2,High,49,Marketing,Healthcare,EMP1382,3,Yes,39,Daily,10
2,High,47,Designer,Finance,EMP1383,5,No,29,None,14
8,High,29,HR,Healthcare,EMP1384,2,No,52,None,19
4,Low,20,HR,Manufacturing,EMP1385,5,Yes,25,None,6
3,Medium,20,Sales,Consulting,EMP1386,2,Yes,58,Daily,20
1,Medium,25,HR,IT,EMP1387,4,No,59,None,23
4,High,23,Data Scientist,Education,EMP1388,4,Yes,60,Weekly,28
2,Low,43,HR,IT,EMP1389,1,No,24,None,9
9,High,39,Designer,Retail,EMP1390,1,No,49,None,21
4,Low,45,Sales,Healthcare,EMP1391,1,No,25,Daily,2
2,Medium,20,Sales,Education,EMP1392,5,No,56,Daily,1
3,High,58,Project Manager,Education,EMP1393,5,Yes,34,None,11
2,High,45,HR,Finance,EMP1394,1,No,43,None,26
1,Low,32,Marketing,Manufacturing,EMP1395,1,Yes,56,Daily,30
2,High,45,Data Scientist,Finance,EMP1396,4,No,46,Weekly,7
5,Medium,35,Software Engineer,Education,EMP1397,3,No,35,None,23
2,High,22,Sales,IT,EMP1398,2,No,56,Daily,17
2,Low,21,Data Scientist,IT,EMP1399,4,No,27,Weekly,11
10,Low,23,HR,IT,EMP1400,4,Yes,58,Weekly,24
8,Medium,39,Designer,Healthcare,EMP1401,3,No,26,None,10
5,Low,43,Marketing,Consulting,EMP1402,1,Yes,31,None,11
5,High,32,Software Engineer,Consulting,EMP1403,5,Yes,53,None,32
5,High,27,Data Scientist,Finance,EMP1404,1,Yes,41,Daily,4
4,Low,45,Marketing,Healthcare,EMP1405,3,No,24,Weekly,13
3,Low,26,Designer,Healthcare,EMP1406,4,No,46,Daily,19
1,High,28,Sales,Finance,EMP1407,2,No,45,Daily,29
1,High,43,HR,Finance,EMP1408,5,No,23,Daily,1
1,High,28,Marketing,Manufacturing,EMP1409,5,Yes,55,None,8
8,High,37,HR,IT,EMP1410,4,Yes,38,Daily,10
4,High,21,Designer,IT,EMP1411,4,No,34,Weekly,29
2,Low,38,Sales,Education,EMP1412,4,No,24,Weekly,29
3,High,28,Software Engineer,Finance,EMP1413,1,Yes,46,Daily,16
3,Medium,33,Data Scientist,Healthcare,EMP1414,3,No,36,None,33
8,High,25,Marketing,IT,EMP1415,1,Yes,30,None,31
9,Low,44,Marketing,Manufacturing,EMP1416,5,No,34,None,23
4,Low,49,Marketing,Education,EMP1417,4,Yes,40,None,6
4,High,60,Software Engineer,Consulting,EMP1418,5,No,37,None,1
4,Low,28,Software Engineer,IT,EMP1419,3,Yes,37,None,1
2,Medium,41,Data Scientist,IT,EMP1420,4,Yes,33,None,19
1,Low,51,Software Engineer,IT,EMP1421,1,No,53,Weekly,7
5,Low,52,Data Scientist,Manufacturing,EMP1422,2,No,23,None,5
10,High,31,Marketing,Healthcare,EMP1423,1,No,22,None,24
8,Low,51,Project Manager,Manufacturing,EMP1424,1,Yes,45,None,6
8,Low,36,HR,Finance,EMP1425,5,Yes,25,Weekly,23
1,High,59,Project Manager,Finance,EMP1426,4,Yes,44,None,14
3,High,43,Sales,Consulting,EMP1427,4,No,36,Weekly,31
1,Low,54,Designer,Consulting,EMP1428,2,Yes,37,None,1
9,Medium,43,Project Manager,Healthcare,EMP1429,2,Yes,45,None,30
4,High,22,Software Engineer,Retail,EMP1430,5,No,48,Weekly,7
5,Low,34,Marketing,Finance,EMP1431,5,No,42,Daily,7
3,High,23,Sales,Manufacturing,EMP1432,3,No,24,None,33
4,High,27,Project Manager,Healthcare,EMP1433,2,No,58,Daily,29
1,Medium,45,Project Manager,Finance,EMP1434,1,Yes,50,Weekly,35
4,Low,42,Marketing,Retail,EMP1435,2,Yes,46,None,12
5,High,40,Marketing,Retail,EMP1436,4,No,56,Daily,25
1,Medium,46,Project Manager,Education,EMP1437,5,No,27,Weekly,20
2,Low,37,Marketing,Retail,EMP1438,2,Yes,38,None,1
2,Medium,36,Marketing,Consulting,EMP1439,3,No,56,Weekly,2
3,Low,35,Designer,IT,EMP1440,5,No,57,Daily,31
1,Medium,24,Data Scientist,Retail,EMP1441,1,No,22,None,34
4,Medium,22,HR,Manufacturing,EMP1442,2,Yes,45,Daily,16
5,Low,37,HR,Manufacturing,EMP1443,1,Yes,33,Daily,24
4,Low,28,Software Engineer,Manufacturing,EMP1444,2,No,37,None,27
1,High,56,Data Scientist,IT,EMP1445,4,Yes,29,Weekly,23
8,High,36,Designer,Retail,EMP1446,4,No,51,Daily,34
1,Medium,35,Data Scientist,Finance,EMP1447,4,Yes,43,None,32
9,Low,41,Designer,IT,EMP1448,3,No,49,Weekly,14
9,Low,40,Sales,Healthcare,EMP1449,4,Yes,28,None,23
5,Medium,37,Marketing,IT,EMP1450,2,Yes,28,Daily,14
1,Medium,27,Designer,Finance,EMP1451,3,No,23,Daily,1
2,Low,51,Project Manager,IT,EMP1452,5,Yes,32,Weekly,22
5,High,35,Sales,Retail,EMP1453,5,No,58,None,27
1,Medium,46,Marketing,Consulting,EMP1454,3,No,57,None,20
5,Low,50,Designer,Consulting,EMP1455,5,No,27,None,17
3,Low,26,Data Scientist,Retail,EMP1456,1,Yes,40,None,21
9,Medium,38,Project Manager,Finance,EMP1457,4,No,55,None,11
5,Low,57,Project Manager,Healthcare,EMP1458,2,No,54,Weekly,26
2,Medium,26,Project Manager,Retail,EMP1459,2,No,54,Daily,14
4,Low,41,Project Manager,Finance,EMP1460,2,Yes,26,Weekly,24
1,High,41,Project Manager,Retail,EMP1461,5,Yes,48,Weekly,23
2,Medium,25,Software Engineer,IT,EMP1462,4,No,32,None,6
3,Medium,56,Project Manager,Consulting,EMP1463,1,No,52,Weekly,35
7,Medium,43,Software Engineer,Education,EMP1464,2,No,57,None,7
5,High,39,HR,Education,EMP1465,3,Yes,36,None,32
3,Medium,39,Designer,Healthcare,EMP1466,1,Yes,54,Weekly,19
3,High,53,Data Scientist,IT,EMP1467,5,No,40,Daily,6
2,Medium,27,Data Scientist,Consulting,EMP1468,4,Yes,49,Weekly,29
2,Low,47,Software Engineer,Retail,EMP1469,3,No,24,Daily,31
3,High,29,Marketing,Manufacturing,EMP1470,1,Yes,54,Daily,8
5,Low,41,Software Engineer,Consulting,EMP1471,2,No,35,Weekly,24
5,Low,22,Project Manager,Healthcare,EMP1472,1,Yes,55,Weekly,11
2,Medium,41,Marketing,Healthcare,EMP1473,2,Yes,36,Weekly,31
4,Medium,44,Software Engineer,Healthcare,EMP1474,3,Yes,43,Daily,29
2,Low,57,Sales,Consulting,EMP1475,5,No,25,Weekly,24
3,High,43,HR,Retail,EMP1476,1,Yes,42,Daily,5
